timestamp_ms,frame_idx,state
154462,0,unsure
154556,1,unsure
154652,2,unsure
154763,3,unsure
154862,4,unsure
154966,5,unsure
155066,6,unsure
155165,7,unsure
155266,8,unsure
155365,9,unsure
155465,10,unsure
155567,11,unsure
155675,12,unsure
155775,13,unsure
155876,14,unsure
155976,15,unsure
156077,16,unsure
156179,17,unsure
156280,18,unsure
156380,19,unsure
156488,20,unsure
156591,21,unsure
156690,22,unsure
156793,23,unsure
156924,24,unsure
157023,25,unsure
157123,26,unsure
157227,27,unsure
157336,28,unsure
157434,29,unsure
157538,30,unsure
157638,31,unsure
157738,32,unsure
157837,33,unsure
157942,34,unsure
158044,35,unsure
158143,36,unsure
158242,37,unsure
158342,38,unsure
158442,39,unsure
158546,40,unsure
158652,41,unsure
158752,42,unsure
158857,43,unsure
158957,44,unsure
159058,45,unsure
159158,46,unsure
159258,47,unsure
159358,48,unsure
159463,49,unsure
159566,50,unsure
159667,51,unsure
159767,52,unsure
159867,53,unsure
159966,54,unsure
160066,55,unsure
160173,56,unsure
160273,57,unsure
160374,58,unsure
160473,59,unsure
160582,60,unsure
160681,61,unsure
160788,62,unsure
160888,63,unsure
160987,64,unsure
161088,65,unsure
161187,66,unsure
161288,67,unsure
161387,68,unsure
161487,69,unsure
161593,70,unsure
161692,71,unsure
161793,72,unsure
161895,73,unsure
161993,74,unsure
162091,75,unsure
162192,76,unsure
162292,77,unsure
162399,78,unsure
162498,79,unsure
162598,80,unsure
162702,81,unsure
162801,82,unsure
162901,83,unsure
163000,84,unsure
163107,85,unsure
163208,86,unsure
163308,87,unsure
163406,88,unsure
163513,89,unsure
163613,90,unsure
163719,91,unsure
163820,92,unsure
163920,93,unsure
164019,94,unsure
164120,95,unsure
164220,96,unsure
164321,97,unsure
164420,98,unsure
164520,99,unsure
164620,100,unsure
164720,101,unsure
164819,102,unsure
164919,103,unsure
165020,104,unsure
165120,105,unsure
165222,106,unsure
165327,107,unsure
165427,108,unsure
165532,109,unsure
165626,110,unsure
165726,111,unsure
165828,112,unsure
165927,113,unsure
166048,114,unsure
166146,115,unsure
166250,116,unsure
166347,117,unsure
166446,118,unsure
166546,119,unsure
166668,120,unsure
166772,121,unsure
166867,122,unsure
166965,123,unsure
167068,124,unsure
167166,125,unsure
167264,126,unsure
167364,127,unsure
167470,128,unsure
167570,129,unsure
167670,130,unsure
167771,131,unsure
167876,132,unsure
167978,133,unsure
168078,134,unsure
168178,135,unsure
168284,136,unsure
168384,137,unsure
168483,138,unsure
168583,139,unsure
168686,140,unsure
168787,141,unsure
168886,142,unsure
168991,143,unsure
169091,144,unsure
169191,145,unsure
169292,146,unsure
169392,147,unsure
169492,148,unsure
169598,149,unsure
169705,150,unsure
169808,151,unsure
169909,152,unsure
170009,153,unsure
170109,154,unsure
170210,155,unsure
170310,156,unsure
170418,157,unsure
170518,158,unsure
170622,159,unsure
170723,160,unsure
170824,161,unsure
170925,162,unsure
171026,163,unsure
171126,164,unsure
171231,165,unsure
171334,166,unsure
171435,167,unsure
171536,168,unsure
171637,169,unsure
171741,170,unsure
171848,171,unsure
171952,172,unsure
172054,173,unsure
172155,174,unsure
172256,175,unsure
172355,176,unsure
172455,177,unsure
172556,178,unsure
172655,179,unsure
172767,180,unsure
172871,181,unsure
172970,182,unsure
173071,183,unsure
173170,184,unsure
173277,185,unsure
173378,186,unsure
173478,187,unsure
173578,188,unsure
173682,189,unsure
173781,190,unsure
173881,191,unsure
173979,192,unsure
174081,193,unsure
174181,194,unsure
174280,195,unsure
174385,196,unsure
174485,197,unsure
174586,198,unsure
174694,199,open
174799,200,open
174899,201,open
175000,202,open
175101,203,open
175202,204,open
175303,205,open
175407,206,open
175508,207,open
175609,208,open
175709,209,open
175818,210,open
175921,211,open
176022,212,open
176128,213,open
176230,214,open
176331,215,open
176432,216,open
176535,217,open
176639,218,open
176740,219,open
176847,220,open
176948,221,open
177049,222,open
177149,223,open
177249,224,open
177351,225,open
177450,226,open
177555,227,open
177654,228,open
177758,229,open
177897,230,open
177996,231,open
178099,232,open
178199,233,open
178301,234,open
178401,235,open
178494,236,open
178593,237,open
178692,238,open
178792,239,open
178902,240,open
179002,241,open
179101,242,open
179207,243,open
179311,244,open
179410,245,open
179510,246,open
179609,247,open
179712,248,open
179813,249,open
179912,250,open
180020,251,open
180120,252,open
180221,253,open
180321,254,open
180421,255,open
180515,256,open
180611,257,open
180717,258,open
180818,259,open
180918,260,open
181017,261,open
181117,262,open
181216,263,open
181315,264,open
181416,265,open
181520,266,open
181622,267,open
181722,268,open
181825,269,open
181935,270,open
182038,271,open
182144,272,open
182243,273,open
182345,274,open
182446,275,open
182545,276,open
182645,277,open
182745,278,open
182853,279,open
182955,280,open
183054,281,open
183155,282,open
183254,283,open
183355,284,open
183455,285,open
183557,286,open
183664,287,open
183764,288,open
183865,289,open
183967,290,open
184066,291,open
184176,292,open
184274,293,open
184380,294,open
184478,295,open
184578,296,open
184679,297,open
184779,298,open
184878,299,open
184995,300,open
185099,301,open
185199,302,open
185298,303,open
185398,304,open
185496,305,open
185596,306,open
185701,307,open
185804,308,open
185903,309,open
186003,310,open
186102,311,open
186203,312,open
186302,313,open
186401,314,open
186506,315,open
186608,316,open
186708,317,open
186808,318,open
186907,319,open
187007,320,open
187108,321,open
187213,322,open
187313,323,open
187413,324,open
187513,325,open
187612,326,open
187714,327,open
187820,328,open
187919,329,open
188033,330,open
188136,331,open
188236,332,open
188335,333,open
188436,334,open
188556,335,open
188657,336,open
188758,337,open
188859,338,open
188959,339,open
189058,340,open
189159,341,unsure
189276,342,unsure
189370,343,unsure
189468,344,unsure
189567,345,unsure
189671,346,unsure
189770,347,unsure
189871,348,unsure
189971,349,open
190073,350,open
190172,351,open
190274,352,open
190374,353,open
190474,354,open
190575,355,open
190681,356,open
190782,357,open
190882,358,open
190983,359,open
191095,360,open
191199,361,open
191298,362,open
191404,363,open
191503,364,open
191606,365,open
191706,366,open
191807,367,open
191909,368,open
192008,369,open
192113,370,open
192212,371,open
192313,372,open
192412,373,open
192511,374,open
192611,375,open
192713,376,open
192814,377,open
192920,378,open
193019,379,open
193119,380,open
193219,381,open
193318,382,open
193420,383,open
193520,384,open
193619,385,open
193719,386,open
193823,387,open
193922,388,open
194037,389,closed
194147,390,open
194250,391,open
194350,392,open
194450,393,open
194549,394,open
194650,395,open
194752,396,open
194851,397,open
194959,398,open
195059,399,open
195171,400,open
195271,401,open
195387,402,open
195483,403,open
195589,404,open
195690,405,open
195791,406,open
195902,407,open
195998,408,open
196100,409,open
196199,410,open
196305,411,open
196404,412,open
196503,413,open
196603,414,open
196703,415,open
196802,416,open
196911,417,open
197010,418,open
197110,419,open
197220,420,open
197321,421,open
197421,422,open
197520,423,open
197629,424,open
197728,425,open
197828,426,open
197928,427,open
198027,428,open
198128,429,open
198228,430,open
198358,431,open
198464,432,open
198564,433,open
198663,434,open
198765,435,open
198864,436,open
198963,437,open
199063,438,open
199169,439,open
199268,440,open
199367,441,open
199465,442,open
199568,443,open
199668,444,open
199775,445,open
199874,446,open
199973,447,open
200074,448,open
200173,449,open
200285,450,open
200384,451,open
200490,452,closed
200596,453,closed
200693,454,open
200793,455,open
200892,456,open
200992,457,open
201091,458,open
201190,459,open
201296,460,open
201395,461,open
201495,462,open
201593,463,open
201692,464,open
201792,465,open
201891,466,open
201997,467,open
202096,468,open
202204,469,open
202308,470,open
202407,471,open
202513,472,open
202618,473,open
202718,474,open
202817,475,open
202916,476,open
203014,477,open
203113,478,open
203213,479,open
203328,480,open
203429,481,open
203519,482,open
203614,483,open
203713,484,open
203813,485,open
203913,486,open
204030,487,open
204127,488,open
204226,489,open
204326,490,open
204426,491,open
204526,492,open
204626,493,open
204733,494,open
204832,495,open
204937,496,open
205036,497,open
205135,498,open
205235,499,open
205334,500,open
205451,501,open
205539,502,open
205636,503,open
205738,504,open
205836,505,open
205935,506,open
206033,507,open
206146,508,open
206245,509,open
206357,510,open
206456,511,open
206555,512,closed
206661,513,open
206762,514,open
206862,515,open
206962,516,open
207062,517,open
207161,518,open
207261,519,open
207361,520,open
207461,521,open
207560,522,open
207662,523,open
207765,524,open
207865,525,open
207967,526,open
208066,527,open
208166,528,open
208271,529,open
208373,530,open
208473,531,open
208574,532,open
208674,533,open
208773,534,open
208879,535,open
208980,536,open
209079,537,open
209181,538,open
209281,539,open
209390,540,open
209498,541,open
209598,542,open
209699,543,open
209800,544,open
209900,545,open
210000,546,open
210100,547,open
210200,548,open
210307,549,open
210408,550,open
210502,551,open
210596,552,open
210697,553,open
210800,554,open
210902,555,open
211009,556,open
211110,557,open
211211,558,open
211310,559,open
211411,560,open
211519,561,open
211620,562,open
211726,563,open
211825,564,open
211925,565,open
212024,566,open
212123,567,open
212222,568,open
212322,569,open
212442,570,open
212543,571,open
212643,572,open
212741,573,open
212841,574,open
212939,575,open
213037,576,open
213143,577,open
213242,578,open
213341,579,open
213439,580,open
213529,581,open
213626,582,open
213725,583,open
213838,584,closed
213933,585,open
214038,586,open
214136,587,open
214236,588,open
214336,589,open
214437,590,open
214550,591,open
214649,592,open
214751,593,open
214852,594,open
214951,595,open
215053,596,open
215152,597,open
215259,598,open
215359,599,open
215470,600,open
215575,601,open
215675,602,open
215776,603,open
215876,604,open
215981,605,open
216081,606,open
216181,607,open
216281,608,open
216381,609,open
216480,610,open
216580,611,open
216691,612,open
216790,613,open
216890,614,open
216992,615,open
217092,616,open
217192,617,open
217292,618,open
217398,619,open
217498,620,open
217606,621,open
217704,622,open
217805,623,open
217905,624,open
218008,625,open
218108,626,open
218208,627,open
218307,628,open
218407,629,open
218521,630,open
218623,631,open
218765,632,open
218860,633,open
218960,634,open
219059,635,open
219157,636,open
219268,637,open
219366,638,open
219469,639,open
219568,640,open
219671,641,open
219769,642,open
219870,643,open
219970,644,open
220069,645,open
220187,646,open
220285,647,open
220387,648,open
220494,649,open
220596,650,open
220699,651,open
220809,652,open
220910,653,open
221010,654,open
221111,655,open
221210,656,open
221310,657,open
221410,658,open
221517,659,open
221624,660,open
221723,661,open
221824,662,open
221928,663,open
222031,664,open
222131,665,open
222236,666,open
222336,667,open
222436,668,open
222545,669,open
222648,670,open
222749,671,open
222849,672,open
222956,673,open
223056,674,open
223158,675,open
223258,676,open
223357,677,open
223457,678,open
223556,679,open
223663,680,open
223763,681,open
223863,682,open
223964,683,open
224063,684,open
224163,685,open
224264,686,open
224371,687,open
224470,688,open
224575,689,open
224688,690,open
224788,691,open
224891,692,open
224999,693,open
225100,694,open
225200,695,open
225301,696,open
225400,697,open
225500,698,open
225600,699,open
225709,700,closed
225823,701,open
225923,702,open
226022,703,open
226123,704,open
226222,705,open
226322,706,closed
226439,707,open
226538,708,open
226637,709,open
226738,710,open
226842,711,open
226941,712,open
227041,713,open
227148,714,open
227248,715,open
227347,716,open
227447,717,open
227546,718,open
227646,719,open
227760,720,open
227859,721,open
227963,722,open
228062,723,open
228164,724,open
228265,725,open
228365,726,open
228598,727,open
228699,728,open
228800,729,open
228906,730,open
229006,731,open
229110,732,open
229211,733,open
229324,734,open
229440,735,open
229542,736,open
229647,737,open
229747,738,open
229859,739,open
229959,740,open
230069,741,open
230170,742,open
230271,743,open
230372,744,open
230472,745,open
230573,746,open
230674,747,open
230782,748,open
230885,749,open
230996,750,open
231097,751,open
231197,752,open
231298,753,open
231404,754,open
231506,755,open
231607,756,open
231708,757,open
231810,758,open
231915,759,open
232015,760,open
232121,761,open
232222,762,open
232323,763,open
232424,764,open
232528,765,open
232633,766,open
232734,767,open
232841,768,open
232942,769,open
233043,770,open
233144,771,open
233245,772,open
233349,773,open
233451,774,open
233552,775,open
233653,776,open
233754,777,open
233854,778,open
233954,779,open
234067,780,open
234173,781,open
234273,782,open
234373,783,open
234476,784,open
234579,785,open
234679,786,open
234780,787,open
234887,788,open
234987,789,open
235087,790,open
235187,791,open
235288,792,open
235389,793,open
235490,794,open
235599,795,open
235699,796,open
235800,797,open
235901,798,open
236002,799,open
236102,800,open
236202,801,open
236309,802,open
236409,803,open
236510,804,open
236611,805,open
236715,806,open
236815,807,open
236918,808,open
237022,809,open
237134,810,open
237233,811,open
237334,812,open
237437,813,open
237547,814,open
237654,815,closed
237752,816,open
237855,817,open
237958,818,open
238059,819,open
238158,820,open
238257,821,open
238357,822,open
238463,823,open
238563,824,open
238674,825,open
238776,826,open
238876,827,open
238975,828,open
239075,829,open
239210,830,open
239309,831,open
239409,832,open
239508,833,open
239609,834,open
239708,835,open
239812,836,open
239917,837,open
240017,838,open
240116,839,open
240227,840,open
240328,841,open
240427,842,open
240526,843,open
240625,844,open
240725,845,open
240826,846,open
240928,847,open
241030,848,open
241129,849,open
241228,850,open
241335,851,open
241435,852,open
241536,853,open
241636,854,open
241740,855,open
241840,856,open
241941,857,open
242048,858,open
242149,859,open
242248,860,open
242348,861,open
242447,862,open
242546,863,open
242647,864,open
242754,865,open
242857,866,open
242957,867,open
243057,868,open
243158,869,open
243268,870,open
243373,871,open
243472,872,open
243573,873,open
243673,874,open
243773,875,open
243872,876,open
243972,877,open
244071,878,open
244173,879,open
244276,880,open
244376,881,open
244475,882,open
244577,883,open
244677,884,open
244780,885,open
244883,886,open
244988,887,open
245087,888,open
245187,889,open
245286,890,open
245385,891,open
245481,892,open
245572,893,open
245675,894,open
245775,895,open
245875,896,open
245978,897,open
246078,898,open
246178,899,open
246294,900,closed
246404,901,open
246499,902,open
246599,903,open
246702,904,open
246802,905,open
246901,906,open
247001,907,open
247106,908,open
247206,909,open
247317,910,open
247417,911,open
247509,912,closed
247613,913,open
247714,914,open
247814,915,open
247916,916,open
248014,917,open
248115,918,open
248214,919,open
248315,920,open
248415,921,open
248520,922,open
248623,923,open
248726,924,open
248829,925,open
248928,926,open
249028,927,open
249135,928,open
249234,929,open
249347,930,open
249448,931,open
249547,932,open
249650,933,open
249756,934,open
249857,935,open
249957,936,open
250057,937,open
250159,938,open
250260,939,open
250361,940,open
250460,941,open
250577,942,open
250677,943,closed
250788,944,open
250886,945,open
250989,946,open
251091,947,open
251191,948,open
251296,949,open
251397,950,open
251497,951,open
251597,952,open
251701,953,open
251801,954,open
251908,955,open
252007,956,open
252107,957,open
252209,958,open
252310,959,open
252421,960,open
