timestamp_ms,frame_idx,state
137283,0,open
137386,1,open
137478,2,open
137578,3,open
137670,4,open
137761,5,open
137854,6,open
137953,7,open
138044,8,open
138137,9,open
138227,10,open
138317,11,open
138409,12,open
138501,13,open
138603,14,unsure
138693,15,open
138785,16,open
138875,17,open
138966,18,open
139057,19,open
139151,20,open
139253,21,open
139343,22,open
139434,23,open
139525,24,open
139615,25,open
139710,26,open
139803,27,open
139893,28,open
139994,29,open
140101,30,open
140207,31,open
140311,32,open
140413,33,open
140513,34,open
140615,35,open
140718,36,open
140819,37,open
140965,38,open
141065,39,open
141170,40,open
141270,41,open
141370,42,closed
141482,43,open
141580,44,open
141686,45,open
141803,46,open
141904,47,open
142006,48,open
142106,49,open
142206,50,open
142306,51,open
142401,52,open
142519,53,open
142619,54,open
142719,55,closed
142831,56,open
142936,57,open
143038,58,open
143138,59,open
143259,60,open
143362,61,open
143463,62,open
143572,63,open
143676,64,open
143776,65,open
143878,66,open
143982,67,open
144091,68,open
144192,69,open
144292,70,open
144405,71,open
144505,72,open
144605,73,open
144705,74,open
144817,75,open
144917,76,open
145018,77,open
145127,78,open
145229,79,open
145328,80,open
145428,81,open
145539,82,open
145640,83,open
145746,84,open
145847,85,open
145946,86,open
146054,87,open
146159,88,open
146266,89,open
146386,90,open
146488,91,open
146590,92,open
146687,93,open
146783,94,open
146881,95,open
146978,96,open
147073,97,open
147176,98,open
147273,99,open
147368,100,open
147463,101,open
147558,102,open
147658,103,open
147753,104,open
147867,105,open
147965,106,open
148061,107,open
148156,108,open
148251,109,open
148347,110,open
148442,111,open
148545,112,open
148644,113,open
148739,114,open
148834,115,open
148928,116,open
149023,117,open
149118,118,open
149229,119,open
149339,120,open
149439,121,open
149538,122,open
149637,123,open
149737,124,open
149836,125,open
149937,126,open
150043,127,open
150151,128,open
150250,129,open
150348,130,open
150448,131,open
150551,132,open
150650,133,open
150758,134,open
150869,135,open
150963,136,open
151058,137,open
151164,138,open
151265,139,open
151364,140,open
151464,141,open
151573,142,open
151673,143,open
151773,144,open
151873,145,open
151973,146,open
152077,147,open
152178,148,open
152287,149,open
152399,150,open
152500,151,open
152596,152,open
152693,153,open
152789,154,open
152888,155,open
152983,156,open
153086,157,open
153180,158,open
153275,159,open
153370,160,open
153464,161,open
153557,162,open
153650,163,open
153753,164,open
153847,165,open
153943,166,open
154037,167,open
154131,168,open
154226,169,open
154320,170,open
154424,171,open
154519,172,open
154613,173,open
154712,174,open
154808,175,open
154902,176,open
154996,177,open
155099,178,open
155193,179,open
155307,180,open
155408,181,open
155509,182,open
155615,183,open
155715,184,open
155819,185,open
155919,186,open
156019,187,open
156130,188,open
156231,189,open
156331,190,open
156431,191,open
156536,192,open
156639,193,open
156752,194,open
156853,195,open
156955,196,open
157055,197,open
157155,198,open
157261,199,open
157361,200,open
157465,201,open
157574,202,open
157674,203,closed
157793,204,closed
157888,205,open
157988,206,open
158088,207,open
158192,208,open
158300,209,open
158414,210,open
158518,211,open
158618,212,open
158718,213,open
158819,214,open
158918,215,open
159018,216,open
159118,217,open
159233,218,open
159332,219,open
159432,220,open
159532,221,open
159635,222,open
159735,223,open
159835,224,open
159941,225,open
160049,226,open
160149,227,open
160249,228,open
160348,229,open
160450,230,open
160557,231,open
160662,232,open
160774,233,open
160874,234,open
160974,235,open
161074,236,open
161176,237,closed
161282,238,open
161382,239,open
161507,240,open
161607,241,open
161704,242,open
161813,243,open
161911,244,open
162006,245,open
162101,246,open
162205,247,open
162301,248,open
162391,249,open
162487,250,open
162583,251,open
162678,252,closed
162784,253,closed
162876,254,open
162983,255,open
163078,256,open
163174,257,open
163269,258,open
163356,259,open
163451,260,open
163559,261,open
163656,262,open
163751,263,open
163847,264,open
163942,265,open
164037,266,open
164132,267,open
164238,268,open
164332,269,squint
164450,270,closed
164545,271,closed
164644,272,closed
164743,273,open
164847,274,open
164948,275,open
165048,276,open
165148,277,open
165263,278,open
165355,279,open
165485,280,open
165585,281,open
165685,282,open
165785,283,open
165892,284,open
165996,285,open
166096,286,open
166198,287,open
166297,288,open
166393,289,open
166494,290,open
166609,291,open
166710,292,open
166810,293,open
166910,294,open
167010,295,open
167110,296,open
167223,297,open
557336,4235,open
557423,4236,open
557510,4237,open
557936,4238,open
558241,4239,open
558548,4240,open
558939,4241,open
559025,4242,open
559112,4243,open
559205,4244,open
559291,4245,open
559376,4246,open
559461,4247,open
559546,4248,open
559632,4249,open
559717,4250,open
559802,4251,open
559887,4252,open
559978,4253,open
560063,4254,open
560148,4255,open
560234,4256,open
560320,4257,open
560405,4258,open
560490,4259,open
560599,4260,open
560690,4261,open
560770,4262,open
560855,4263,open
560945,4264,open
561030,4265,open
561115,4266,open
561200,4267,open
561286,4268,open
561371,4269,open
561456,4270,open
561542,4271,open
561628,4272,open
561714,4273,open
561799,4274,open
561884,4275,open
561969,4276,open
562054,4277,open
562150,4278,open
562232,4279,open
562334,4280,open
562419,4281,open
562504,4282,open
562599,4283,open
562685,4284,open
562770,4285,open
562858,4286,open
562947,4287,open
563032,4288,open
563117,4289,open
563218,4290,open
563309,4291,open
563395,4292,open
563481,4293,open
563573,4294,open
563658,4295,open
563743,4296,open
563828,4297,open
563914,4298,open
563999,4299,open
564084,4300,open
564170,4301,open
564256,4302,open
564340,4303,open
564423,4304,open
564516,4305,open
564601,4306,open
564688,4307,open
564774,4308,open
564862,4309,open
564947,4310,open
565032,4311,open
565117,4312,open
565202,4313,open
565287,4314,open
565372,4315,open
565469,4316,open
565559,4317,open
565644,4318,open
565729,4319,open
565830,4320,open
565921,4321,open
566011,4322,open
566101,4323,open
566191,4324,open
566281,4325,open
566377,4326,open
566467,4327,open
566559,4328,open
566649,4329,open
566740,4330,open
566830,4331,open
566920,4332,open
567010,4333,open
567107,4334,open
567197,4335,open
567289,4336,open
567380,4337,open
567479,4338,open
567569,4339,open
567659,4340,open
567755,4341,open
567847,4342,open
567937,4343,open
568029,4344,open
568119,4345,open
568209,4346,open
568299,4347,open
568389,4348,open
568485,4349,open
568590,4350,open
568682,4351,open
568774,4352,open
568865,4353,open
568955,4354,open
569052,4355,open
569142,4356,open
569234,4357,open
569325,4358,open
569416,4359,open
569506,4360,open
569596,4361,open
569686,4362,open
569776,4363,open
569872,4364,open
569964,4365,open
570054,4366,open
570145,4367,open
570235,4368,open
570325,4369,open
570415,4370,open
570505,4371,open
570604,4372,open
570693,4373,open
570784,4374,open
570879,4375,open
570970,4376,open
571060,4377,open
571150,4378,open
571247,4379,open
571357,4380,open
571446,4381,open
571532,4382,open
571618,4383,open
571704,4384,open
571789,4385,open
571873,4386,open
571958,4387,open
